,title,Categorie,collect,town,Pourcentage Raised,Creation Date,Description,NumberDonors
1662,aidezmoi avoir une flte,"Dreams, Hopes & Wishes","€40 raised of €2,700                    ",Saint-Quentin,1.5%,"Created December 7, 2021","Bonjour ,Je me présente, je m'appelle Ophélie, j'ai 17 ans, je viens de l'Aisne, et je suis flûtiste depuis 4 ans, je suis en milieu de 3e cycle c'est-à-dire environ 10 ans de travail théorique. Je suis passionnée par la flûte et la direction d'orchestre, cela me fait vivre, malgré la vie que j'ai menée qui n'ai pas toujours facile avec de nombreuses difficultés. Je pratique la flûte intensément, je ne peux m'en passer, et voudrais en faire mon métier d'ici peu, mais je fais fasse à un problème, que voici : Ma flûte d'étude, une Yamaha 282 II,  ne sonne plus dans les graves et les réparations me couteront trop cher pour que cela soit rentable. Et j'avais pour projet de me diriger vers une flûte semi-professionnelle, voir professionnelle, mais cela coute beaucoup trop cher, j'ai besoin d'une flûte rapidement d'où mon appel à l'aide, s'il vous plait, ne serait-ce qu'un petit peu. Read more",2
1663,aidemoi raliser mon rve,"Dreams, Hopes & Wishes","€25 raised of €30,000                    ",Champagne-au-Mont-d'Or,1.0%,"Created October 27, 2021","Depuis mon plus jeune âge, je rêve d'être photographe, j'apprends maintenant, mais j'ai besoin de cet argent pour m'acheter du matériel et ouvrir mon propre lieu de tournage.Read more",1
1664,rparation voiture ancienne,"Dreams, Hopes & Wishes","€5 raised of €8,000                    ",Dompierre-sur-Yon,1.0%,"Created January 13, 2022","Bonjour,Je m'appelle Xavier et j'aimerais refaire cette voiture ( c'est une Citroën acadiane de 1980).Le châssis est rouillé il doit être sablé et il faut remettre de l'anti rouille.Le système de freinage est à refaire.La carrosserie extérieur rouille.Les 4 pneus sont  a changer.J'ai une aile arrière qui est pliée.Le plancher côté conducteur est percé.Cette voiture a été refusée au contrôle technique, interdiction de rouler.J'ai besoin d'argent pour la faire restaurer. Entre 10000 et 12000 € de réparations.J'ai besoin de vous pour la faire rouler.Merci d'avanceRead more",1
1665,un rve de mariage,"Dreams, Hopes & Wishes","€30 raised of €100,000                    ",Foucherolles,1.0%,"Created January 12, 2022","Bonjour,Je m'appelle Hugo et vis à côté de la ville de Montargis dans le Loiret.Aujourd'hui, j'aimerais réaliser un projet qui serait de rénover une grange pour y organiser mariages et séminaires d'entreprise.Trop peu de lieux existent dans la localité pour satisfaire une demande grandissante chaque année. C'est pourquoi j'aspire à créer un petit écrin pour des futurs moments qui resteront gravés dans les mémoires.Ce projet, freiné part le manque d'apport auprès des banques ne peut voir le jour si nous ne trouvons pas un moyen de collecter des fonds.Je travaille personnellement en tant qu'assistant pédagogique dans un collège où j'aide les petits jeunes à obtenir leur brevet, et prends le temps donc en parallèle de mettre en place ce projet sur mon temps libre qui me tient vraiment à cœur.Ainsi, j'aimerais demander à ceux qui le peuvent, de contribuer à hauteur de leurs moyens dans ce projet.Je m'engage auprès de chaque donateur à le convier gratuitement à une cérémonie d'ouverture des lieux, où seront proposés dîner et spectacles vivants lors d'une soirée de gala.Les travaux risquent d'être conséquents, c'est pourquoi je recherche une somme la plus importante possible pour consolider mon apport auprès des services financiers. Les 100 000 euros indiqués ne sont qu'utopiques, mais chaque euro collecté participeraà la mise en place de ce projet.Un grand merci pour votre aide.:)HugoRead more",1
1666,formation beaut,"Dreams, Hopes & Wishes","€20 raised of €2,000                    ",Thieux,1.0%,"Created January 11, 2022",Bonjour je m’appelle Wolf et j’ai ouvert une cagnotte pour pouvoir faire la formation que je voudrais depuis un petit moment qui est la formation de beauté. Malheureusement j’ai pas mis assez d’argent de côté et je ne suis pas légible aux aides. en espérant que cela puisse m’aider et je vous remercie énormément d’avance❤️❤️Read more,1
1667,je rve de dormir un coin chez soi nantes,"Dreams, Hopes & Wishes","€10 raised of €3,000                    ",Paris,1.0%,"Created January 7, 2022","bonjour,je rêve de dormir dans un thème ""un coin chez soi"" à nantes pour fêter cela à l'anniversaire de ma belle chérie le 23 février 2022,elle va avoir 37 ans! Je serai extrêmement reconnaissant à tous et toutes.MERCIRead more",1
1668,hope for refugee children,"Dreams, Hopes & Wishes","€5 raised of €3,500                    ",Paris,1.0%,"Created January 5, 2022","Refugees are not just at Risk, their dreams are as well. A refugee with dreams, is a Human Being with dreams. Being a refugee shouldn't equate to dead dreams. Quotes by Blessing , President of HopeUp 4 Refugees. We are currently facing the worst refugee crisis since World war 2. There are numerous books that illustrate the plight of refugees, but none specifically to awaken and inspire refugee children through the crisis. According to UNHCR, more than half of the world's refugees are children. Some of these children are fortunate to attend school and continue their education with the aid of international organizations. But 90% of the books donated to refugee camps are textbooks that were written and published without considering refugee children. These books are useful and needed in refugee camps to ease their transition into the host country school system.HopeUp 4 refugees (HU4R) don't intend to substitute these educational textbooks. Our aim is to distribute inspirational educational books that considered and included refugee children in the writing process. Books written specifically for refugee children. Given the trauma and sudden change in their location, it’s vital to provide educational materials that inspire and keep them hoping for a better future despite their current situation. We focus on bringing hope to refugee children through literature. ‘Dr Aahor’s Letter’ is the first book of many other books we desire to write and distribute to refugee organizations. Our books are written for refugee children between age 6 - 18 years old.A lack of hope and aspiration, leads the younger ones to get involved in activities that are detrimental to their health and society. Alabbadi(2019) studied the relationship between the Syrian Refugees and the crime rate in Jordan. The results show that the presence of “Syrian refugees has significantly affected the rate of crimes in general”. This could be due to the experience by the “refugees in the region, such as displacement, distance from parents and the loss of all their property in the Syrian crisis”.The awareness created by HU4R will change their mindset, encourage and give them hope for a better future. They will be more focused and willing to participate in activities provided by other NGO that would help them achieve their goal just like Dr Aahor in the book.Blessing is on journey to visit several refugee camps, and distribute more than 10k inspirational books for refugee children. Blessing believes ""Being a refugee shouldn’t equate to dead dreams"". .  Your donations will help Blessing achieve the goal of 'HopeUp 4 Refugees' for 2022. Read more",1
1669,aidez ashanty revoir son pays natal,"Dreams, Hopes & Wishes","€20 raised of €3,500                    ",Boisdinghem,1.0%,"Created December 31, 2021","Bonjour, je m'appelle Stéphane et je réalise cette collecte dans le but de réaliser le rêve de ma fille Ashanty. Je souffre depuis cinq ans d'une pancréatite chronique calcifiante, après avoir fait un coma nous avons été rapatriés par le consulat de France en côte d'ivoire en Avril 2017, arrachant ainsi Ashanty à son pays natal. Aujourd'hui Ashanty a 7ans et n'a qu'un rêve, celui d'y retourner. Elle le mérite vraiment, pour m'avoir autant soutenu par son amour dans ma maladie. Aidez moi à réaliser son vœu, merci d'avance pour l'attention que vous porterez à notre demande. Read more",1
1670,wjdzrj fortnite battle pass chapter 3,"Dreams, Hopes & Wishes",€5 raised of €15                    ,Versailles,33.3%,"Created December 20, 2021","Bonjour, n'ayant aucun soutien de la part de mes proches pour m'offrir le nouveau pass de combat Fortnite, je décide de créer cette cagnotte et de m'en remettre à votre bonne volonté.En attendant, je vous souhaite de passer de bonnes fêtes.Read more",1
1671,henriquet,"Dreams, Hopes & Wishes","€20 raised of €1,500                    ",Aubervilliers,1.3%,"Created December 13, 2021","Cette cagnotte consistera à offrir à notre frère HENRIQUET, un MacBook Pro, ou du moins l’aider à s’en offrir pour ses différentes activités…«Que chacun donne comme il l’a résolu en son cœur, sans tristesse ni contrainte; car Dieu aime celui qui donne avec joie.»‭‭2 Corinthiens‬ ‭9:7‬ ‭LSG‬‬Read more",1
1672,aider yann raliser son rve,"Dreams, Hopes & Wishes","€75 raised of €1,000                    ",Porte-du-Quercy,7.5%,"Created December 11, 2021","Bonjour je m’appelle Yann j’ai 22 ans, et après avoir repris ma vie en main, repris mes études (réussis) dans l’agriculture, je souhaite apprendre plus de choses partout dans le monde au sujet de l’agriculture et de l’environnement pour revenir en France et apporter quelque chose à mon pays. Pour mon premier voyage j’aimerais aller dans les pays chaud pour voir comment se déroule l’agriculture dans ces pays, mon voyage commencerais par l’Espagne et pour ça je n’est pas assez de fond en ma possession… j’espère que vous pourrais m’aider à réaliser mon rêveRead more",1
